,name,parameter,tss,mac,ssw,csw
0,LR,ABSNJZH,0.5507503466275182,0.775375173313759,0.16120218579234974,0.9402985074626866
1,LR,AREA_ACR,0.5749327134817716,0.7874663567408857,0.2568306010928962,0.8930348258706468
2,LR,MEANGAM,-0.0037313432835820895,0.498134328358209,-1.0,0.9925373134328358
3,LR,MEANGBH,0.0,0.5,-1.0,1.0
4,LR,MEANGBT,0.01841203816980671,0.5092060190849034,-0.8387978142076503,0.8756218905472637
5,LR,MEANGBZ,0.02189870320528505,0.5109493516026425,-0.8442622950819673,0.8880597014925373
6,LR,MEANJZD,-0.0018656716417910447,0.49906716417910446,-1.0,0.996268656716418
7,LR,MEANJZH,-0.0006218905472636816,0.49968905472636815,-1.0,0.9987562189054726
8,LR,MEANPOT,0.3748266862409265,0.6874133431204632,-0.10109289617486339,0.8507462686567164
9,LR,MEANSHR,0.041432183345567246,0.5207160916727837,-0.8524590163934426,0.9353233830845771
10,LR,R_VALUE,0.6799608514803034,0.8399804257401517,0.5191256830601093,0.8407960199004975
11,LR,SAVNCPP,-0.02314248429981247,0.48842875785009376,0.8442622950819673,-0.8905472636815921
12,LR,SHRGT45,0.17273264823423867,0.5863663241171193,-0.46174863387978143,0.8072139303482587
13,LR,TOTPOT,0.0,0.5,-1.0,1.0
14,LR,TOTUSJH,0.659662751814697,0.8298313759073486,0.38524590163934425,0.9340796019900498
15,LR,TOTUSJZ,-0.02314248429981247,0.48842875785009376,0.8442622950819673,-0.8905472636815921
16,LR,USFLUX,0.0,0.5,-1.0,1.0
17,LR,d_l_f,0.19548772530788683,0.5977438626539434,-0.453551912568306,0.8445273631840796
18,LR,g_s,0.4956161813881413,0.7478080906940707,0.8743169398907104,0.11691542288557213
19,LR,slf,-0.0006320854742680043,0.49968395726286596,-0.9863387978142076,0.9850746268656716
